"Thursday, April 7, 2022"

1:05 pm Boston Red Sox @ New York Yankees

2:20 pm Milwaukee Brewers @ Chicago Cubs

9:40 pm Los Angeles Angels @ Oakland Athletics

10:10 pm Philadelphia Phillies @ Los Angeles Dodgers

"Saturday, May 14, 2022"

2:15 pm San Francisco Giants @ St. Louis Cardinals

4:05 pm San Diego Padres @ Atlanta Braves

4:07 pm Los Angeles Angels @ Oakland Athletics

4:10 pm Baltimore Orioles @ Detroit Tigers

6:10 pm Milwaukee Brewers @ Miami Marlins

6:10 pm Toronto Blue Jays @ Tampa Bay Rays

6:35 pm Cincinnati Reds @ Pittsburgh Pirates

7:05 pm Boston Red Sox @ Texas Rangers

7:05 pm Houston Astros @ Washington Nationals

7:10 pm New York Yankees @ Chicago White Sox

7:10 pm Cleveland Guardians @ Minnesota Twins

7:10 pm Seattle Mariners @ New York Mets

8:10 pm Chicago Cubs @ Arizona D'Backs

8:10 pm Kansas City Royals @ Colorado Rockies

